spine,title,year,director,boxset,runtime_min,genre,country,language,tmdb_popularity,tmdb_vote_avg,tmdb_vote_count,imdb_rating,metascore,tmdb_id,movie_id
1205,Mudbound,2017,Dee Rees,Standalone,135,Drama,United States of America,English,2.0133,7.365,1296,7.4,85,414425,mudbound-2017
1204,Trainspotting,1996,Danny Boyle,Standalone,94,"Drama, Crime",United Kingdom,English,6.6046,7.959,10285,8.1,83,627,trainspotting-1996
1203,The Meetings of Anna,1978,Chantal Akerman,Chantal Akerman Masterpieces,128,Drama,"Belgium, France, Germany",French,0.8338,7,66,7.3,NA,93669,the-meetings-of-anna-1978
1203,News from Home,1976,Chantal Akerman,Chantal Akerman Masterpieces,89,Documentary,"Belgium, France, Germany",French,0.4201,6.955,88,7.3,NA,86814,news-from-home-1976
1203,Je Tu Il Elle,1974,Chantal Akerman,Chantal Akerman Masterpieces,86,Drama,"Belgium, France",French,1.1791,6.523,110,6.7,NA,93934,je-tu-il-elle-1974
1203,Le 15/8,1973,Chantal Akerman,Chantal Akerman Masterpieces,43,"Documentary, Drama","Belgium, France",French,0.2953,5.25,8,6.7,NA,186660,le-158-1973
1203,Hotel Monterey,1973,Chantal Akerman,Chantal Akerman Masterpieces,60,Documentary,"Belgium, France",None Spoken,0.3749,6.018,28,6.2,NA,108831,hotel-monterey-1973
1203,The Chamber,1972,Chantal Akerman,Chantal Akerman Masterpieces,11,Documentary,Belgium,None Spoken,0.7048,5.333,39,5.9,NA,109383,the-chamber-1972
1203,"The Beloved Child, or I Play at Being a Married Woman",1971,Chantal Akerman,Chantal Akerman Masterpieces,35,Documentary,Belgium,French,0.4703,6.556,9,6.7,NA,415922,the-beloved-child-or-i-play-at-being-a-married-woman-1971
1203,Saute ma ville,1968,Chantal Akerman,Chantal Akerman Masterpieces,13,"Drama, Comedy",Belgium,French,0.3775,6.3,53,6.3,NA,49479,saute-ma-ville-1968
1202,Lone Star,1996,John Sayles,Standalone,135,"Drama, Mystery, Romance",United States of America,English,2.7498,7.011,401,7.4,79,26748,lone-star-1996
1201,Guillermo del Toro's Pinocchio,2022,Guillermo del Toro,Standalone,117,"Animation, Fantasy, Adventure, Drama",United States of America,English,5.6121,8.021,3275,7.6,79,555604,guillermo-del-toros-pinocchio-2022
1200,Circus Angel,1965,Albert Lamorisse,The Red Balloon and Other Stories: Five Films by Albert Lamorisse,75,"Comedy, Fantasy",France,French,0.7216,5.714,7,7,NA,198815,circus-angel-1965
1200,Stowaway in the Sky,1960,Albert Lamorisse,The Red Balloon and Other Stories: Five Films by Albert Lamorisse,85,"Adventure, Family",France,French,0.8065,5.5,4,6.6,NA,204199,stowaway-in-the-sky-1960
1200,The Red Balloon,1956,Albert Lamorisse,The Red Balloon and Other Stories: Five Films by Albert Lamorisse,34,"Comedy, Drama, Family, Fantasy",France,French,0.8545,7.748,436,8.1,NA,15265,the-red-balloon-1956
1200,White Mane,1953,Albert Lamorisse,The Red Balloon and Other Stories: Five Films by Albert Lamorisse,41,"Drama, Family",France,French,0.989,6.7,60,7.2,NA,15382,white-mane-1953
1200,"Bim, the Little Donkey",1951,Albert Lamorisse,The Red Balloon and Other Stories: Five Films by Albert Lamorisse,45,"Drama, Family",France,French,0.123,7,5,6.7,NA,273086,bim-the-little-donkey-1951
1199,La Cérémonie,1995,Claude Chabrol,Standalone,112,"Drama, Thriller","France, Germany",French,2.5699,7.281,389,7.5,NA,1802,la-cérémonie-1995
1198,Mean Streets,1973,Martin Scorsese,Standalone,111,"Drama, Crime",United States of America,English,2.6994,7.1,2268,7.2,96,203,mean-streets-1973
1197,My Lucky Stars,1985,Sammo Hung,Jackie Chan: Emergence of a Superstar,96,"Action, Comedy",Hong Kong,Cantonese,4.3416,6.6,236,6.3,NA,10044,my-lucky-stars-1985
1197,The Young Master,1980,Jackie Chan,Jackie Chan: Emergence of a Superstar,107,"Action, Comedy",Hong Kong,Cantonese,2.9785,7,238,7,NA,11563,the-young-master-1980
1197,Fearless Hyena 2,1983,Chan Chuen,Jackie Chan: Emergence of a Superstar,92,"Action, Comedy",Hong Kong,Cantonese,2.3077,5.7,86,5,NA,18741,fearless-hyena-2-1983
1197,Fearless Hyena,1979,Jackie Chan,Jackie Chan: Emergence of a Superstar,97,"Action, Comedy",Hong Kong,Cantonese,3.4025,6.682,173,6.6,NA,19274,fearless-hyena-1979
1197,Spiritual Kung Fu,1978,Lo Wei,Jackie Chan: Emergence of a Superstar,99,Action,Hong Kong,Cantonese,2.4126,5.875,96,5.8,NA,18760,spiritual-kung-fu-1978
1197,Half a Loaf of Kung Fu,1978,Chan Chi-hwa,Jackie Chan: Emergence of a Superstar,97,"Comedy, Action","Hong Kong, Taiwan",Mandarin,2.3131,6.159,88,5.6,NA,18867,half-a-loaf-of-kung-fu-1978
1196,Nanny,2022,Nikyatu Jusu,Standalone,98,"Horror, Drama",United States of America,English,2.612,5.4,225,5.3,72,843932,nanny-2022
1195,The Others,2001,Alejandro Amenábar,Standalone,101,"Horror, Mystery, Thriller","Spain, United States of America, France",English,8.8541,7.617,7063,7.6,74,1933,the-others-2001
1194,Freaks,1932,Tod Browning,Tod Browning's Sideshow Shockers,64,"Drama, Horror",United States of America,English,3.2694,7.768,1292,7.8,80,136,freaks-1932
1194,The Unknown,1927,Tod Browning,Tod Browning's Sideshow Shockers,68,"Drama, Thriller, Romance, Horror",United States of America,None Spoken,0.9925,7.5,208,7.7,NA,27503,the-unknown-1927
1194,The Mystic,1925,Tod Browning,Tod Browning's Sideshow Shockers,73,Drama,United States of America,None Spoken,0.7784,6.6,12,6.7,NA,184448,the-mystic-1925
1193,La Bamba,1987,Luis Valdez,Standalone,108,"Drama, Music",United States of America,English,3.1691,7.254,769,7,65,16620,la-bamba-1987
1192,Moonage Daydream,2022,Brett Morgen,Standalone,135,"Documentary, Music","Germany, United States of America",English,1.6258,7.511,262,7.6,83,957457,moonage-daydream-2022
1191,The Trial,1962,Orson Welles,Standalone,119,"Crime, Drama, Mystery","France, Germany, Italy",English,1.7938,7.421,548,7.6,NA,3009,the-trial-1962
1190,Drylongso,1998,Cauleen Smith,Standalone,81,Drama,United States of America,English,1.3093,5.9,8,6.5,NA,329587,drylongso-1998
1189,Adalen 31,1969,Bo Widerberg,Bo Widerberg’s New Swedish Cinema,114,"Drama, History, Romance",Sweden,Swedish,0.5413,6.523,44,7,NA,87208,adalen-31-1969
1189,Elvira Madigan,1967,Bo Widerberg,Bo Widerberg’s New Swedish Cinema,91,"Drama, Romance, History",Sweden,Swedish,0.8257,6.9,49,7,NA,42692,elvira-madigan-1967
1189,Raven's End,1963,Bo Widerberg,Bo Widerberg’s New Swedish Cinema,97,Drama,Sweden,Swedish,1.2968,7,35,7.4,NA,47206,ravens-end-1963
1189,The Baby Carriage,1963,Bo Widerberg,Bo Widerberg’s New Swedish Cinema,95,Drama,Sweden,Swedish,0.4677,6.833,24,6.7,NA,135380,the-baby-carriage-1963
1188,Dim Sum: A Little Bit of Heart,1985,Wayne Wang,Standalone,87,Comedy,United States of America,English,1.1795,5.7,11,6.6,NA,135418,dim-sum-a-little-bit-of-heart-1985
1187,One False Move,1991,Carl Franklin,Standalone,105,"Crime, Drama, Thriller",United States of America,English,1.2543,6.646,213,7.1,87,21128,one-false-move-1991
1186,Comanche Station,1960,Budd Boetticher,The Ranown Westerns: Five Films Directed by Budd Boetticher,74,Western,United States of America,English,1.1451,6.65,113,7,NA,1673,comanche-station-1960
1186,Ride Lonesome,1959,Budd Boetticher,The Ranown Westerns: Five Films Directed by Budd Boetticher,73,Western,United States of America,English,1.0409,6.7,155,7.1,NA,27644,ride-lonesome-1959
1186,Buchanan Rides Alone,1958,Budd Boetticher,The Ranown Westerns: Five Films Directed by Budd Boetticher,80,Western,United States of America,English,0.7979,6.555,82,6.8,NA,43114,buchanan-rides-alone-1958
1186,Decision at Sundown,1957,Budd Boetticher,The Ranown Westerns: Five Films Directed by Budd Boetticher,78,Western,United States of America,English,1.2099,6.3,81,6.8,NA,39557,decision-at-sundown-1957
1186,The Tall T,1957,Budd Boetticher,The Ranown Westerns: Five Films Directed by Budd Boetticher,78,Western,United States of America,English,1.2789,7,143,7.3,NA,43253,the-tall-t-1957
1185,After Hours,1985,Martin Scorsese,Standalone,97,"Comedy, Thriller, Drama",United States of America,English,3.9199,7.5,1701,7.6,89,10843,after-hours-1985
1184,The Watermelon Woman,1996,Cheryl Dunye,Standalone,85,"Drama, Comedy, Romance",United States of America,English,0.7955,6.8,111,7.1,74,44479,the-watermelon-woman-1996
1183,Medicine for Melancholy,2008,Barry Jenkins,Standalone,88,"Drama, Romance",United States of America,English,0.602,6.125,48,6.6,62,24885,medicine-for-melancholy-2008
1182,The Servant,1963,Joseph Losey,Standalone,116,Drama,United Kingdom,English,1.9486,7.621,369,7.7,94,42987,the-servant-1963
1181,Petite Maman,2021,Céline Sciamma,Standalone,72,"Drama, Fantasy",France,French,1.7634,7.092,450,7.4,93,749004,petite-maman-2021
1180,Thelma & Louise,1991,Ridley Scott,Standalone,130,"Drama, Crime, Adventure","United Kingdom, United States of America",English,5.3654,7.599,3798,7.6,89,1541,thelma-louise-1991
1179,Targets,1968,Peter Bogdanovich,Standalone,90,"Crime, Thriller",United States of America,English,1.7701,7.1,230,7.3,NA,19383,targets-1968
1178,Triangle of Sadness,2022,Ruben Östlund,Standalone,147,"Comedy, Drama","Denmark, France, Germany, Greece, Mexico, Sweden, Switzerland, Turkey, United Kingdom, United States of America",English,4.5657,7,2788,7.2,63,497828,triangle-of-sadness-2022
1177,Mangrove,2020,Steve McQueen,Standalone,127,Drama,United Kingdom,English,8.2423,7.4,48,8,NA,90705,mangrove-2020
1177,Lovers Rock,2020,Steve McQueen,Standalone,70,Drama,United Kingdom,English,8.2423,6.4,42,7.5,NA,90705,lovers-rock-2020
1177,"Red, White and Blue",2020,Steve McQueen,Standalone,80,Drama,United Kingdom,English,8.2423,6.9,29,7.6,NA,90705,red-white-and-blue-2020
1177,Alex Wheatle,2020,Steve McQueen,Standalone,66,Drama,United Kingdom,English,8.2423,5.9,28,6.8,NA,90705,alex-wheatle-2020
1177,Education,2020,Steve McQueen,Standalone,63,Drama,United Kingdom,English,8.2423,6.7,26,7.5,NA,90705,education-2020
1176,Chilly Scenes of Winter,1979,Joan Micklin Silver,Standalone,95,"Comedy, Drama, Romance",United States of America,English,1.032,6.603,29,6.9,NA,42173,chilly-scenes-of-winter-1979
1175,Inland Empire,2006,David Lynch,Standalone,180,"Horror, Thriller, Mystery, Drama, Fantasy","United States of America, France, Poland",English,3.6376,7,1249,6.8,73,1730,inland-empire-2006
1174,Last Hurrah for Chivalry,1979,John Woo,Standalone,106,"Action, Drama",Hong Kong,Cantonese,1.8113,7.03,50,7,NA,13514,last-hurrah-for-chivalry-1979
1173,Hollywood Shuffle,1987,Robert Townsend,Standalone,81,Comedy,United States of America,English,0.904,6.429,99,6.9,74,34101,hollywood-shuffle-1987
1172,"Baxter, Vera Baxter",1977,Marguerite Duras,Two Films by Marguerite Duras,95,"Mystery, Drama",France,French,0.9455,5.617,30,6,NA,65719,baxter-vera-baxter-1977
1172,India Song,1975,Marguerite Duras,Two Films by Marguerite Duras,115,"Drama, Romance",France,French,0.803,6.3,88,6.1,NA,85927,india-song-1975
1171,Romeo and Juliet,1968,Franco Zeffirelli,Standalone,138,"Drama, Romance","Italy, United Kingdom, United States of America",English,3.3785,7.399,723,7.6,69,6003,romeo-and-juliet-1968
1170,Bergman Island,2021,Mia Hansen-Løve,Standalone,113,"Drama, Romance","France, Germany, Belgium, Sweden, Mexico, Brazil",English,1.4436,6.269,238,6.6,80,477044,bergman-island-2021
1169,"This Is Not a Burial, It's a Resurrection",2019,Lemohang Jeremiah Mosese,Standalone,120,Drama,South Africa,"Sotho, Southern",0.4942,7.5,43,7.3,91,618208,this-is-not-a-burial-its-a-resurrection-2019
1168,Epidemic,1987,Lars von Trier,Lars von Trier’s Europe Trilogy,106,"Drama, Horror",Denmark,Danish,0.9996,5.677,133,6,66,29445,epidemic-1987
1167,Imitation of Life,1934,John M. Stahl,Standalone,111,"Drama, Romance",United States of America,English,0.872,7.017,86,7.5,72,47921,imitation-of-life-1934
1166,The Adventures of Baron Munchausen,1988,Terry Gilliam,Standalone,126,"Fantasy, Adventure, Comedy","Germany, United Kingdom, United States of America",English,2.7954,6.966,992,7.1,69,14506,the-adventures-of-baron-munchausen-1988
1165,Cooley High,1975,Michael Schultz,Standalone,107,"Comedy, Drama, Romance",United States of America,English,0.9908,6.9,67,7.1,72,35711,cooley-high-1975
1164,The Velvet Underground,2021,Todd Haynes,Standalone,121,"Documentary, Music",United States of America,English,1.0318,6.8,115,7.3,87,543836,the-velvet-underground-2021
1163,71 Fragments of a Chronology of Chance,1994,Michael Haneke,Michael Haneke: Trilogy,100,Drama,"Austria, Germany",German,0.7989,7,201,7.2,71,32764,71-fragments-of-a-chronology-of-chance-1994
1163,Benny's Video,1992,Michael Haneke,Michael Haneke: Trilogy,110,"Crime, Drama","Austria, Switzerland",German,1.199,6.909,383,7.1,60,1987,bennys-video-1992
1163,The Seventh Continent,1989,Michael Haneke,Michael Haneke: Trilogy,107,Drama,Austria,German,2.1836,7.459,354,7.6,89,32761,the-seventh-continent-1989
1162,The Girls,1968,Mai Zetterling,Three Films by Mai Zetterling,126,"Romance, Comedy, Drama",France,French,1.4044,7.7,647,6.7,NA,2433,the-girls-1968
1162,Night Games,1966,Mai Zetterling,Three Films by Mai Zetterling,105,Drama,Sweden,Swedish,0.5531,5.4,33,6.3,NA,49782,night-games-1966
1162,Loving Couples,1964,Mai Zetterling,Three Films by Mai Zetterling,118,Drama,Sweden,Swedish,1.0451,5.8,21,6.6,NA,180971,loving-couples-1964
1161,WALL·E,2008,Andrew Stanton,Standalone,98,"Animation, Family, Science Fiction",United States of America,English,13.5493,8.109,20031,8.4,95,10681,walle-2008
1160,Malcolm X,1992,Spike Lee,Standalone,202,"Drama, History","United States of America, Netherlands Antilles",English,4.9483,7.5,1862,7.7,73,1883,malcolm-x-1992
1159,Infernal Affairs III,2003,"Andrew Lau, Alan Mak",Standalone,118,"Crime, Drama, Action","China, Hong Kong, Taiwan",Cantonese,4.4018,6.951,366,6.8,NA,14310,infernal-affairs-iii-2003
1159,Infernal Affairs II,2003,"Andrew Lau, Alan Mak",Standalone,118,"Crime, Drama, Action","China, Hong Kong, Taiwan",Cantonese,4.4018,6.951,366,7.2,NA,14310,infernal-affairs-ii-2003
1159,Infernal Affairs,2002,"Andrew Lau, Alan Mak",Standalone,101,"Drama, Action, Thriller, Crime, Mystery",Hong Kong,Cantonese,5.7208,7.799,1828,8,75,10775,infernal-affairs-2002
1158,The Power of the Dog,2021,Jane Campion,Standalone,127,"Drama, Western","Australia, Canada, New Zealand, United Kingdom",English,3.7953,6.744,2914,6.8,89,600583,the-power-of-the-dog-2021
1157,Daisies,1966,Věra Chytilová,Standalone,76,"Comedy, Drama",Czechoslovakia,Czech,1.9251,7.287,422,7.3,NA,46919,daisies-1966
1156,La Llorona,2019,Jayro Bustamante,Standalone,97,"Thriller, Horror, Drama","Guatemala, France",Spanish; Castilian,1.8966,6.4,361,6.6,79,617708,la-llorona-2019
1155,Cure,1997,Kiyoshi Kurosawa,Standalone,112,"Crime, Thriller, Horror, Mystery",Japan,Japanese,4.8974,7.529,750,7.5,70,36095,cure-1997
1154,Eve's Bayou,1997,Kasi Lemmons,Standalone,108,Drama,United States of America,English,1.8175,6.384,151,7.2,78,45153,eves-bayou-1997
1153,Arsenic and Old Lace,1944,Frank Capra,Standalone,118,"Comedy, Crime",United States of America,English,3.2662,7.634,1025,7.9,NA,212,arsenic-and-old-lace-1944
1152,Lost Highway,1997,David Lynch,Standalone,134,"Drama, Thriller, Mystery","France, United States of America",English,4.7657,7.539,2900,7.6,53,638,lost-highway-1997
1151,Sound of Metal,2019,Darius Marder,Standalone,121,"Drama, Music",United States of America,English,3.2653,7.7,2801,7.7,82,502033,sound-of-metal-2019
1150,Exotica,1994,Atom Egoyan,Standalone,103,Drama,Canada,English,2.9942,6.617,385,7,72,20156,exotica-1994
1149,Take Out,2004,"Sean Baker, Shih-Ching Tsou",Standalone,88,Drama,United States of America,Mandarin,1.7186,6.8,40,7.1,NA,37736,take-out-2004
1148,Kalpana,1948,Uday Shankar,Standalone,155,Music,India,Hindi,0.1255,6,6,6.3,NA,177813,kalpana-1948
1147,Two Girls on the Street,1939,Andre de Toth,Martin Scorsese's World Cinema Project No. 4,84,"Drama, Comedy",Hungary,Hungarian,0.2998,6.8,4,6.3,NA,249619,two-girls-on-the-street-1939
1146,Muna Moto,1975,Jean-Pierre Dikongué Pipa,Martin Scorsese's World Cinema Project No. 4,90,"Drama, Romance",Cameroon,French,0.5755,6.5,11,7.2,NA,257803,muna-moto-1975
1145,Chess of the Wind,1976,Mohammad Reza Aslani,Martin Scorsese's World Cinema Project No. 4,100,"Drama, Mystery, Thriller",Iran,Persian,0.9978,7.086,35,7.3,94,194088,chess-of-the-wind-1976
1144,Prisoners of the Land,1939,Mario Soffici,Martin Scorsese's World Cinema Project No. 4,87,Drama,Argentina,Spanish; Castilian,0.3346,5.6,11,7.1,NA,335367,prisoners-of-the-land-1939
1143,Sambizanga,1972,Sarah Maldoror,Martin Scorsese's World Cinema Project No. 4,102,Drama,"Angola, France, Congo",Lingala,1.5914,6.966,29,7,NA,87392,sambizanga-1972
1141,Faya Dayi,2021,Jessica Beshir,Standalone,120,Documentary,"Ethiopia, United States of America",Oromo,0.6516,7.6,14,6.8,81,776551,faya-dayi-2021
1140,Buck and the Preacher,1972,Sidney Poitier,Standalone,102,"Action, Comedy, Western, Adventure, Drama",United States of America,English,1.2117,6.27,61,6.6,65,26928,buck-and-the-preacher-1972
1139,Hôtel du Nord,1938,Marcel Carné,Standalone,97,"Romance, Drama",France,French,0.7883,7.2,158,7.5,NA,48369,hôtel-du-nord-1938
1138,Daddy Longlegs,2009,"Josh Safdie, Benny Safdie",Standalone,100,"Drama, Comedy","France, United States of America",English,1.7457,6.605,57,6.9,74,58251,daddy-longlegs-2009
1137,Frownland,2007,Ronald Bronstein,Standalone,107,"Comedy, Drama",United States of America,English,1.0697,6.023,22,6.3,NA,23516,frownland-2007
1136,Drive My Car,2021,Ryusuke Hamaguchi,Standalone,179,Drama,Japan,Japanese,3.8126,7.44,1466,7.5,91,758866,drive-my-car-2021
1135,Devil in a Blue Dress,1995,Carl Franklin,Standalone,102,"Thriller, Crime, Mystery",United States of America,English,2.1874,6.456,447,6.8,78,8512,devil-in-a-blue-dress-1995
1134,Raging Bull,1980,Martin Scorsese,Standalone,129,"Drama, History",United States of America,English,5.1319,7.904,4697,8.1,90,1578,raging-bull-1980
1133,Okja,2017,Bong Joon-ho,Standalone,120,"Adventure, Drama, Science Fiction","South Korea, United States of America",English,4.5085,7.3,4509,7.3,75,387426,okja-2017
1132,The Worst Person in the World,2021,Joachim Trier,Standalone,128,"Drama, Romance, Comedy","Norway, Sweden, Denmark, France",Norwegian,4.4684,7.44,1782,7.7,91,660120,the-worst-person-in-the-world-2021
1131,Pink Flamingos,1972,John Waters,Standalone,93,"Comedy, Crime",United States of America,English,2.842,6.165,550,6,47,692,pink-flamingos-1972
1130,Shaft,1971,Gordon Parks,Standalone,100,"Action, Crime, Thriller",United States of America,English,2.7967,6.415,404,6.6,66,482,shaft-1971
1129,Rouge,1987,Stanley Kwan,Standalone,96,"Drama, Fantasy, Romance, Mystery",Hong Kong,Cantonese,2.8341,7.4,82,7.3,NA,68883,rouge-1987
1128,Farewell Amor,2020,Ekwa Msangi,Standalone,101,"Romance, Drama","United States of America, United Kingdom",English,0.652,6.81,42,6.9,75,653665,farewell-amor-2020
1127,Mississippi Masala,1991,Mira Nair,Standalone,118,"Drama, Romance","United Kingdom, United States of America",English,1.4527,6.4,97,6.8,78,41791,mississippi-masala-1991
1126,Double Indemnity,1944,Billy Wilder,Standalone,107,"Crime, Thriller",United States of America,English,2.4876,8.093,1996,8.3,95,996,double-indemnity-1944
1125,The Funeral,1984,Juzo Itami,Standalone,125,"Comedy, Drama",Japan,Japanese,2.2108,7.1,48,7.2,NA,42095,the-funeral-1984
1124,Chan Is Missing,1982,Wayne Wang,Standalone,76,"Drama, Mystery, Crime",United States of America,English,0.7334,6.8,31,7.1,85,14272,chan-is-missing-1982
1123,Mr. Klein,1976,Joseph Losey,Standalone,123,"Mystery, Drama, Thriller","France, Italy",French,2.3179,7.2,281,7.5,NA,58925,mr-klein-1976
1122,Round Midnight,1986,Bertrand Tavernier,Standalone,131,"Drama, Music","United States of America, France",English,2.2893,7.1,102,7.4,NA,14670,round-midnight-1986
1121,Eyimofe (This Is My Desire),2020,"Arie, Chuko",Standalone,116,Drama,Nigeria,English,1.0579,6.5,10,7,89,665429,eyimofe-this-is-my-desire-2020
1120,The Girl Can't Help It,1956,Frank Tashlin,Standalone,98,"Comedy, Music",United States of America,English,0.742,6.2,75,6.8,NA,42839,the-girl-cant-help-it-1956
1119,Miracle in Milan,1951,Vittorio De Sica,Standalone,97,"Comedy, Fantasy, Drama",Italy,Italian,1.3664,7.271,262,7.6,78,43379,miracle-in-milan-1951
1118,The Last Waltz,1978,Martin Scorsese,Standalone,117,"Documentary, Music",United States of America,English,1.3761,7.648,301,8.1,84,13963,the-last-waltz-1978
1117,Love Jones,1997,Theodore Witcher,Standalone,109,"Comedy, Drama, Romance",United States of America,English,2.0828,7.3,72,7.3,65,27322,love-jones-1997
1116,The Flight of the Phoenix,1965,Robert Aldrich,Standalone,142,"Adventure, Drama",United States of America,English,1.7697,7.226,361,7.5,NA,10243,the-flight-of-the-phoenix-1965
1115,Adoption,1975,Márta Mészáros,Standalone,88,Drama,Hungary,Hungarian,0.409,6.7,48,7.2,NA,61703,adoption-1975
1114,Love Affair,1939,Leo McCarey,Standalone,88,"Drama, Romance",United States of America,English,1.1229,7,123,7.3,91,43739,love-affair-1939
1113,Boat People,1982,Ann Hui,Standalone,109,Drama,Hong Kong,Cantonese,1.2146,7.6,56,7.6,NA,72445,boat-people-1982
1112,Miller's Crossing,1990,"Joel Coen, Ethan Coen",Standalone,115,"Drama, Thriller, Crime",United States of America,English,4.1902,7.5,1816,7.7,66,379,millers-crossing-1990
1111,Dick Johnson Is Dead,2020,Kirsten Johnson,Standalone,89,Documentary,United States of America,English,1.1172,7.132,140,7.4,89,653574,dick-johnson-is-dead-2020
1110,The Piano,1993,Jane Campion,Standalone,120,"Drama, Romance","Australia, France",English,4.9645,7.379,1626,7.5,89,713,the-piano-1993
1109,Time,2020,Garrett Bradley,Standalone,81,Documentary,United States of America,English,0.6166,6.796,120,6.8,91,653729,time-2020
1108,The Celebration,1998,Thomas Vinterberg,Standalone,101,Drama,"Denmark, Sweden",Danish,2.5273,7.707,1237,8,82,309,the-celebration-1998
1107,The Learning Tree,1969,Gordon Parks,Standalone,107,Drama,United States of America,English,0.8086,6.7,23,7.2,NA,91737,the-learning-tree-1969
1106,One Night in Miami...,2020,Regina King,Standalone,114,Drama,United States of America,English,2.1694,7.021,690,7.1,83,661914,one-night-in-miami-2020
1105,Menace II Society,1993,"Albert Hughes, Allen Hughes",Standalone,97,"Drama, Crime, Thriller",United States of America,English,3.9002,7.487,877,7.5,76,9516,menace-ii-society-1993
1104,Citizen Kane,1941,Orson Welles,Standalone,119,"Mystery, Drama",United States of America,English,4.4856,7.978,5970,8.2,100,15,citizen-kane-1941
1103,Once Upon a Time in China V,1994,Tsui Hark,Once Upon a Time in China: The Complete Films,101,"Action, Drama",Hong Kong,Mandarin,2.4334,5.6,56,5.9,NA,42287,once-upon-a-time-in-china-v-1994
1103,Once Upon a Time in China IV,1993,Yuen Bun,Once Upon a Time in China: The Complete Films,101,"Action, Adventure, History","Hong Kong, China",Cantonese,2.1228,5.8,59,5.9,NA,52316,once-upon-a-time-in-china-iv-1993
1103,Once Upon a Time in China III,1992,Tsui Hark,Once Upon a Time in China: The Complete Films,112,Action,Hong Kong,Cantonese,2.7833,6.449,216,6.7,NA,10619,once-upon-a-time-in-china-iii-1992
1103,Once Upon a Time in China II,1992,Tsui Hark,Once Upon a Time in China: The Complete Films,113,"Action, Comedy",Hong Kong,Cantonese,4.6441,7.161,280,7.3,NA,10618,once-upon-a-time-in-china-ii-1992
1103,Once Upon a Time in China,1991,Tsui Hark,Once Upon a Time in China: The Complete Films,134,"Action, Drama",Hong Kong,Cantonese,3.29,7.1,475,7.2,NA,10617,once-upon-a-time-in-china-1991
1102,Devi,1960,Satyajit Ray,Standalone,88,"Comedy, Fantasy, Drama",Sweden,Swedish,1.4316,7.1,112,7.1,NA,48145,devi-1960
1101,Uncut Gems,2019,"Josh Safdie, Benny Safdie",Standalone,136,"Drama, Thriller, Crime",United States of America,English,5.9779,7.157,5286,7.4,93,473033,uncut-gems-2019
1100,The Incredible Shrinking Man,1957,Jack Arnold,Standalone,81,"Science Fiction, Drama, Adventure, Horror",United States of America,English,2.0494,7.503,551,7.6,73,31682,the-incredible-shrinking-man-1957
