spine,title,year,boxset,runtime_min,language,tmdb_popularity,tmdb_vote_avg,tmdb_vote_count,imdb_rating,metascore,tmdb_id,movie_id
808,Faces of November,1964,The Kennedy Films of Robert Drew & Associates,12,English,0.3774,6.3,16,7.3,NA,322400,faces-of-november-1964
808,Crisis: Behind a Presidential Commitment,1963,The Kennedy Films of Robert Drew & Associates,52,English,0.5054,6.9,22,7.8,NA,162494,crisis-behind-a-presidential-commitment-1963
808,Adventures on the New Frontier,1961,The Kennedy Films of Robert Drew & Associates,52,English,0.4482,5.5,6,6.5,NA,379895,adventures-on-the-new-frontier-1961
808,Primary,1960,The Kennedy Films of Robert Drew & Associates,53,English,0.5868,6.4,38,7.1,NA,133,primary-1960
807,Barcelona,1994,Standalone,100,English,1.0426,6.2,87,7,74,16771,barcelona-1994
806,Only Angels Have Wings,1939,Standalone,121,English,1.9291,7.285,272,7.6,86,43832,only-angels-have-wings-1939
805,A Poem Is a Naked Person,1974,Standalone,96,English,0.4693,7.6,8,7.1,76,126423,a-poem-is-a-naked-person-1974
804,A Brighter Summer Day,1991,Standalone,237,Mandarin,4.5638,8.267,378,8.2,91,15804,a-brighter-summer-day-1991
803,The Manchurian Candidate,1962,Standalone,126,English,2.9107,7.518,794,7.9,94,982,the-manchurian-candidate-1962
802,Paris Belongs to Us,1961,Standalone,141,French,0.5292,6.6,72,6.7,NA,43026,paris-belongs-to-us-1961
801,I Knew Her Well,1965,Standalone,115,Italian,0.9891,7.5,170,7.6,NA,59336,i-knew-her-well-1965
800,The Graduate,1967,Standalone,106,English,5.1511,7.633,3630,8,83,37247,the-graduate-1967
799,The Kid,1921,Standalone,68,None Spoken,3.824,8.142,2337,8.2,NA,10098,the-kid-1921
798,Death by Hanging,1968,Standalone,118,Japanese,1.8442,7.4,106,7.5,NA,98193,death-by-hanging-1968
797,The New Land,1972,The Emigrants/The New Land,202,Swedish,0.6443,7.5,104,8,NA,42488,the-new-land-1972
796,The Emigrants,1971,The Emigrants/The New Land,191,Swedish,0.8949,7.4,122,8,NA,40732,the-emigrants-1971
795,Gilda,1946,Standalone,110,English,2.4428,7.469,640,7.6,NA,3767,gilda-1946
794,Inside Llewyn Davis,2013,Standalone,105,English,3.2579,7.186,2893,7.4,93,86829,inside-llewyn-davis-2013
793,The American Friend,1977,Standalone,125,German,1.5866,7.09,432,7.4,79,11222,the-american-friend-1977
792,Bitter Rice,1949,Standalone,109,Italian,0.7122,7.5,224,7.6,NA,31058,bitter-rice-1949
791,Lady Snowblood 2: Love Song of Vengeance,1974,The Complete Lady Snowblood,89,Japanese,1.6086,6.368,136,6.3,NA,18818,lady-snowblood-2-love-song-of-vengeance-1974
790,Lady Snowblood,1973,The Complete Lady Snowblood,97,Japanese,3.2161,7.5,407,7.6,80,2487,lady-snowblood-1973
789,Burroughs: The Movie,1983,Standalone,90,English,0.5992,7,26,7,NA,339790,burroughs-the-movie-1983
788,Speedy,1928,Standalone,86,None Spoken,0.9195,7.3,109,7.6,NA,22595,speedy-1928
787,Jellyfish Eyes,2013,Standalone,101,Japanese,1.4058,5.048,21,4.7,34,228426,jellyfish-eyes-2013
786,Dont Look Back,1967,Standalone,96,English,1.6251,7.38,171,7.9,84,135,dont-look-back-1967
785,Apur Sansar,1959,Standalone,105,Bengali,1.191,8.1,271,8.4,NA,896,apur-sansar-1959
784,Aparajito,1956,Standalone,110,Bengali,1.2649,7.874,281,8.2,NA,897,aparajito-1956
783,Pather Panchali,1955,Standalone,125,Bengali,2.0674,7.82,479,8.2,NA,5801,pather-panchali-1955
781,In Cold Blood,1967,Standalone,134,English,1.9498,7.519,421,7.9,89,18900,in-cold-blood-1967
780,Code Unknown,2000,Standalone,118,French,1.1861,6.745,274,7.1,74,30970,code-unknown-2000
779,Mulholland Drive,2001,Standalone,147,English,9.5749,7.801,6922,7.9,87,1018,mulholland-drive-2001
778,A Special Day,1977,Standalone,106,Italian,0.9985,8.044,751,8.1,NA,42229,a-special-day-1977
777,The Brood,1979,Standalone,92,English,1.9547,6.7,794,6.8,63,28942,the-brood-1979
776,Moonrise Kingdom,2012,The Wes Anderson Archive,94,English,3.9353,7.675,6264,7.8,84,83666,moonrise-kingdom-2012
775,A Room with a View,1986,Standalone,117,English,2.7734,6.948,825,7.2,NA,11257,a-room-with-a-view-1986
774,Mister Johnson,1990,Standalone,101,English,0.6093,6.1,35,6.4,NA,123772,mister-johnson-1990
773,Breaker Morant,1980,Standalone,107,English,1.1319,7.1,157,7.8,73,13783,breaker-morant-1980
772,Blind Chance,1987,Standalone,117,Polish,0.9519,7.53,237,7.7,NA,127,blind-chance-1987
771,"Two Days, One Night",2014,Standalone,95,French,1.8309,6.908,1008,7.3,89,221902,two-days-one-night-2014
770,Dressed to Kill,1980,Standalone,105,English,3.6615,6.964,1090,7,74,11033,dressed-to-kill-1980
769,Day for Night,1973,Standalone,116,French,2.1918,7.752,644,8,NA,1675,day-for-night-1973
768,The French Lieutenant's Woman,1981,Standalone,124,English,1.3364,6.4,237,6.9,64,12537,the-french-lieutenants-woman-1981
767,My Beautiful Laundrette,1985,Standalone,98,English,1.7672,6.722,302,6.8,76,11240,my-beautiful-laundrette-1985
766,Here Is Your Life,1966,Standalone,169,Swedish,0.4518,6.9,27,7.3,NA,9646,here-is-your-life-1966
765,The Black Stallion,1979,Standalone,118,English,1.6057,7,319,7.4,84,17264,the-black-stallion-1979
764,The Fisher King,1991,Standalone,138,English,3.3212,7.317,1443,7.5,67,177,the-fisher-king-1991
763,The Bridge,1959,Standalone,103,German,1.7586,7.527,187,8,NA,1566,the-bridge-1959
762,A Master Builder,2013,André Gregory & Wallace Shawn: 3 Films,130,English,1.0602,5.904,26,5.9,67,268536,a-master-builder-2013
761,Valerie and Her Week of Wonders,1970,Standalone,73,Czech,1.5647,6.9,299,7,NA,46315,valerie-and-her-week-of-wonders-1970
760,State of Siege,1972,Standalone,122,French,0.8033,7.2,105,7.7,NA,91487,state-of-siege-1972
759,The Confession,1970,Standalone,139,French,1.1656,7.336,137,7.8,NA,60859,the-confession-1970
758,The Merchant of Four Seasons,1972,Standalone,88,German,1.0524,6.646,79,7.3,NA,10309,the-merchant-of-four-seasons-1972
757,The Rose,1979,Standalone,125,English,2.1279,6.695,131,6.9,67,16323,the-rose-1979
756,Limelight,1952,Standalone,137,English,3.2849,7.9,584,8,84,28971,limelight-1952
755,Le Silence de la mer,1949,Standalone,87,French,0.6517,7.5,139,7.6,NA,40650,le-silence-de-la-mer-1949
754,Odd Man Out,1947,Standalone,116,English,1.3486,7.312,226,7.6,87,43461,odd-man-out-1947
753,The Thin Blue Line,1988,Standalone,103,English,1.0261,7.644,407,7.9,79,14285,the-thin-blue-line-1988
752,"Vernon, Florida",1981,Gates of Heaven/ Vernon Florida,55,English,1.3069,6.7,51,7,NA,30142,vernon-florida-1981
751,Gates of Heaven,1978,Gates of Heaven/ Vernon Florida,83,English,1.0564,6.8,109,7.3,NA,24998,gates-of-heaven-1978
750,Ride the Pink Horse,1947,Standalone,101,English,0.985,7.2,67,7.2,NA,18871,ride-the-pink-horse-1947
749,The Soft Skin,1964,Standalone,119,French,1.2015,7.1,213,7.5,78,1719,the-soft-skin-1964
748,Watership Down,1978,Standalone,92,English,2.1121,7.204,692,7.5,64,11837,watership-down-1978
747,Satyricon,1969,Essential Fellini,120,Italian,0.8383,6.5,28,6.8,NA,281783,satyricon-1969
746,A Day in the Country,1946,Standalone,41,French,0.6834,7.278,212,7.5,NA,43878,a-day-in-the-country-1946
745,Don't Look Now,1973,Standalone,110,English,1.8216,6.9,1166,7.1,95,931,dont-look-now-1973
744,Every Man for Himself,1980,Standalone,87,French,0.87,6.173,78,6.5,NA,113479,every-man-for-himself-1980
743,La Ciénaga,2001,Standalone,101,Spanish; Castilian,1.3733,6.871,159,7,NA,58429,la-ciénaga-2001
742,The Palm Beach Story,1942,Standalone,88,English,1.2088,7,206,7.5,NA,32255,the-palm-beach-story-1942
741,My Winnipeg,2007,Standalone,80,English,0.7815,6.875,112,7.5,84,13241,my-winnipeg-2007
740,The Bitter Tears of Petra von Kant,1972,Standalone,124,German,1.0341,7.377,232,7.5,73,10310,the-bitter-tears-of-petra-von-kant-1972
739,Safe,1995,Standalone,119,English,2.0749,7,339,7.1,76,32646,safe-1995
738,Tootsie,1982,Standalone,116,English,3.2427,7.2,1899,7.4,88,9576,tootsie-1982
737,Sworn to the Drum: A Tribute to Francisco Aguabella,1995,Les Blank: Always for Pleasure,35,English,0.0899,5.8,8,6.7,NA,256536,sworn-to-the-drum-a-tribute-to-francisco-aguabella-1995
737,The Maestro: King of the Cowboy Artists,1995,Les Blank: Always for Pleasure,54,English,0.8221,6,6,7,NA,85655,the-maestro-king-of-the-cowboy-artists-1995
737,"Yum, Yum, Yum! A Taste of the Cajun and Creole Cooking of Louisiana",1990,Les Blank: Always for Pleasure,31,English,0.1544,6.7,9,7.3,NA,199137,yum-yum-yum-a-taste-of-the-cajun-and-creole-cooking-of-louisiana-1990
737,Gap-Toothed Women,1987,Les Blank: Always for Pleasure,31,English,0.4502,6.7,16,7.2,NA,154032,gaptoothed-women-1987
737,In Heaven There Is No Beer?,1984,Les Blank: Always for Pleasure,50,English,0.7067,6.5,10,7,NA,85643,in-heaven-there-is-no-beer-1984
737,Sprout Wings and Fly,1983,Les Blank: Always for Pleasure,30,English,0.6648,5.8,11,7,NA,259189,sprout-wings-and-fly-1983
737,Garlic Is as Good as Ten Mothers,1980,Les Blank: Always for Pleasure,51,English,0.5731,7.5,22,7.3,NA,85642,garlic-is-as-good-as-ten-mothers-1980
737,Always for Pleasure,1978,Les Blank: Always for Pleasure,58,English,0.3354,7.3,18,7.4,NA,85637,always-for-pleasure-1978
737,Hot Pepper,1973,Les Blank: Always for Pleasure,54,English,0.6805,6.8,9,6.8,NA,85633,hot-pepper-1973
737,Dry Wood,1973,Les Blank: Always for Pleasure,37,English,0.6724,6.2,9,6.7,NA,208781,dry-wood-1973
737,A Well Spent Life,1971,Les Blank: Always for Pleasure,44,English,0.3599,6.4,12,7.4,NA,124019,a-well-spent-life-1971
737,Spend It All,1972,Les Blank: Always for Pleasure,41,English,0.2037,6.6,7,7.3,NA,163366,spend-it-all-1972
737,"God Respects Us When We Work, But Loves Us When We Dance",1968,Les Blank: Always for Pleasure,20,English,0.258,5.5,12,6.4,NA,266697,god-respects-us-when-we-work-but-loves-us-when-we-dance-1968
737,The Blues Accordin' to Lightnin' Hopkins,1968,Les Blank: Always for Pleasure,31,English,0.4975,7.8,21,7.7,NA,185181,the-blues-accordin-to-lightnin-hopkins-1968
736,It Happened One Night,1934,Standalone,105,English,2.1257,7.8,1379,8.1,87,3078,it-happened-one-night-1934
735,Ride in the Whirlwind,1966,Standalone,82,English,1.156,6.2,100,6.4,NA,60555,ride-in-the-whirlwind-1966
734,The Shooting,1966,Standalone,82,English,1.0511,6.2,130,6.5,NA,42701,the-shooting-1966
733,La Dolce Vita,1960,Essential Fellini,176,Italian,2.9431,8,2015,8,95,439,la-dolce-vita-1960
732,My Darling Clementine,1946,Standalone,97,English,1.7607,7.5,474,7.7,NA,3088,my-darling-clementine-1946
731,Parade,1974,The Complete Jacques Tati,90,French,0.7052,5.736,53,6,NA,58655,parade-1974
730,Jour de Fête,1949,The Complete Jacques Tati,86,French,0.5703,7,238,7.2,NA,4595,jour-de-fête-1949
728,Sundays and Cybele,1962,Standalone,110,French,0.8904,7.085,65,7.7,NA,43001,sundays-and-cybele-1962
727,The Innocents,1961,Standalone,100,English,1.1807,7.485,654,7.7,88,16372,the-innocents-1961
726,Macbeth,1971,Standalone,141,English,1.6568,7.074,296,7.4,NA,11316,macbeth-1971
725,Eraserhead,1977,Standalone,89,English,5.2591,7.3,2700,7.2,87,985,eraserhead-1977
724,All That Jazz,1979,Standalone,123,English,2.2345,7.482,586,7.8,72,16858,all-that-jazz-1979
723,Y Tu Mamá También,2001,Standalone,106,Spanish; Castilian,5.7676,7.412,1709,7.7,89,1391,y-tu-mamá-también-2001
722,Tie Me Up! Tie Me Down!,1989,Standalone,102,Spanish; Castilian,2.9195,6.825,684,7,55,2469,tie-me-up-tie-me-down-1989
721,Love Streams,1984,Standalone,141,English,1.3091,7.203,143,7.6,NA,52109,love-streams-1984
720,The Big Chill,1983,Standalone,105,English,2.505,6.838,646,7.1,61,12560,the-big-chill-1983
719,A Room in Town,1982,The Essential Jacques Demy,94,French,1.0687,6.4,86,6.7,NA,4269,a-room-in-town-1982
718,Donkey Skin,1970,The Essential Jacques Demy,90,French,1.6689,7.2,544,7,70,5590,donkey-skin-1970
717,The Young Girls of Rochefort,1967,The Essential Jacques Demy,126,French,1.4044,7.7,647,7.7,NA,2433,the-young-girls-of-rochefort-1967
716,The Umbrellas of Cherbourg,1964,The Essential Jacques Demy,93,French,2.0129,7.4,867,7.8,86,5967,the-umbrellas-of-cherbourg-1964
715,Bay of Angels,1963,The Essential Jacques Demy,84,French,0.8621,6.7,189,7.2,76,60773,bay-of-angels-1963
714,Lola,1961,The Essential Jacques Demy,89,French,1.8506,7.1,292,7.4,73,40641,lola-1961
712,Scanners,1981,Standalone,103,English,2.1995,6.7,1326,6.7,60,9538,scanners-1981
711,A Hard Day's Night,1964,Standalone,88,English,1.9344,7.3,729,7.5,96,704,a-hard-days-night-1964
710,Judex,1963,Standalone,104,French,1.5856,6.8,79,7,NA,56800,judex-1963
709,Red River,1948,Standalone,133,English,2.5394,7.351,584,7.7,96,3089,red-river-1948
708,Like Someone in Love,2012,Standalone,109,Japanese,1.7416,6.886,271,7,76,102001,like-someone-in-love-2012
707,Il Sorpasso,1962,Standalone,105,Italian,1.8584,8.2,828,8.2,NA,24188,il-sorpasso-1962
706,Master of the House,1925,Standalone,107,None Spoken,0.5188,6.9,63,7,NA,55589,master-of-the-house-1925
705,Breaking the Waves,1996,Standalone,159,Danish,2.6582,7.505,1102,7.8,82,145,breaking-the-waves-1996
704,Riot in Cell Block 11,1954,Standalone,80,English,1.9595,7.034,73,7,NA,28023,riot-in-cell-block-11-1954
703,The Freshman,1925,Standalone,76,None Spoken,0.869,7,126,7.5,NA,42359,the-freshman-1925
702,The Great Beauty,2013,Standalone,142,Italian,1.7659,7.51,3292,7.7,86,179144,the-great-beauty-2013
701,Persona,1966,Standalone,84,Swedish,2.7389,8.139,2377,8,86,797,persona-1966
700,Fantastic Mr. Fox,2009,The Wes Anderson Archive,87,English,6.7526,7.817,5997,7.9,83,10315,fantastic-mr-fox-2009
699,A Brief History of Time,1991,Standalone,80,English,1.0025,7.218,124,7.3,78,1358,a-brief-history-of-time-1991
698,King of the Hill,1993,Standalone,103,English,1.1809,6.8,168,7.3,86,34024,king-of-the-hill-1993
697,Tess,1979,Standalone,172,English,2.4084,7.1,374,7.3,82,11121,tess-1979
696,Foreign Correspondent,1940,Standalone,120,English,1.2234,6.971,436,7.4,89,25670,foreign-correspondent-1940
695,Blue Is the Warmest Color,2013,Standalone,180,French,3.7619,7.1,4830,7.6,NA,152584,blue-is-the-warmest-color-2013
694,The Long Day Closes,1992,Standalone,85,English,0.9556,7.204,120,7.3,85,49956,the-long-day-closes-1992
693,La Vie de Bohème,1992,Standalone,103,French,0.8438,7.5,145,7.6,NA,28212,la-vie-de-bohème-1992
692,"It's a Mad, Mad, Mad, Mad World",1963,Standalone,192,English,3.0602,6.976,671,7.5,59,11576,its-a-mad-mad-mad-mad-world-1963
691,Thief,1981,Standalone,123,English,3.1817,7.2,813,7.4,78,11524,thief-1981
690,The Housemaid,1960,Martin Scorsese's World Cinema Project No. 1,112,Korean,1.8461,7.105,191,7.2,NA,42506,the-housemaid-1960
689,Trances,1981,Martin Scorsese's World Cinema Project No. 1,90,Arabic,0.6604,6.8,19,6.7,NA,215407,trances-1981
688,Dry Summer,1963,Martin Scorsese's World Cinema Project No. 1,90,Turkish,1.0856,7.5,91,7.8,NA,58897,dry-summer-1963
687,A River Called Titas,1973,Martin Scorsese's World Cinema Project No. 1,159,Bengali,0.4602,6.7,31,7.2,NA,93164,a-river-called-titas-1973
686,Redes,1936,Martin Scorsese's World Cinema Project No. 1,61,Spanish; Castilian,1.8888,6.3,23,6.9,NA,195522,redes-1936
685,Touki Bouki,1973,Martin Scorsese's World Cinema Project No. 1,91,Wolof,1.9042,6.665,112,7,NA,77771,touki-bouki-1973
683,Nashville,1975,Standalone,160,English,4.585,7.238,455,7.6,96,3121,nashville-1975
682,Investigation of a Citizen Above Suspicion,1970,Standalone,111,Italian,1.4954,8.169,857,8,89,26451,investigation-of-a-citizen-above-suspicion-1970
681,Frances Ha,2012,Standalone,86,English,2.9446,7.334,1802,7.4,82,121986,frances-ha-2012
680,City Lights,1931,Standalone,87,None Spoken,2.9469,8.3,2417,8.5,99,901,city-lights-1931
679,Zatoichi's Conspiracy,1973,Zatoichi: The Blind Swordsman,88,Japanese,1.1496,6.9,34,7.1,NA,54307,zatoichis-conspiracy-1973
679,Zatoichi in Desperation,1972,Zatoichi: The Blind Swordsman,92,Japanese,0.9855,6.6,34,6.8,NA,54306,zatoichi-in-desperation-1972
679,Zatoichi at Large,1972,Zatoichi: The Blind Swordsman,88,Japanese,1.2107,6.5,36,6.8,NA,54284,zatoichi-at-large-1972
679,Zatoichi Meets the One-Armed Swordsman,1971,Zatoichi: The Blind Swordsman,94,Japanese,1.492,6.8,45,7.1,NA,24444,zatoichi-meets-the-onearmed-swordsman-1971
679,Zatoichi Goes to the Fire Festival,1970,Zatoichi: The Blind Swordsman,96,Japanese,1.923,6.7,44,7.3,NA,54283,zatoichi-goes-to-the-fire-festival-1970
679,Zatoichi Meets Yojimbo,1970,Zatoichi: The Blind Swordsman,115,Japanese,1.4209,6.7,76,7,NA,42601,zatoichi-meets-yojimbo-1970
679,Samaritan Zatoichi,1968,Zatoichi: The Blind Swordsman,84,Japanese,1.448,6.7,41,7.2,NA,54281,samaritan-zatoichi-1968
679,Zatoichi and the Fugitives,1968,Zatoichi: The Blind Swordsman,82,Japanese,1.2668,7,37,7.3,NA,54280,zatoichi-and-the-fugitives-1968
679,Zatoichi Challenged,1967,Zatoichi: The Blind Swordsman,87,Japanese,1.5577,6.8,40,7.4,NA,54279,zatoichi-challenged-1967
679,Zatoichi the Outlaw,1967,Zatoichi: The Blind Swordsman,96,Japanese,1.5819,6.6,40,7,NA,54278,zatoichi-the-outlaw-1967
679,Zatoichi's Cane Sword,1967,Zatoichi: The Blind Swordsman,93,Japanese,1.1163,7.3,44,7.4,NA,54277,zatoichis-cane-sword-1967
679,Zatoichi's Pilgrimage,1966,Zatoichi: The Blind Swordsman,82,Japanese,1.2337,7,47,7.2,NA,54276,zatoichis-pilgrimage-1966
679,Zatoichi's Vengeance,1966,Zatoichi: The Blind Swordsman,83,Japanese,1.1992,6.9,41,7.2,NA,21410,zatoichis-vengeance-1966
679,Zatoichi and the Chess Expert,1965,Zatoichi: The Blind Swordsman,87,Japanese,1.4985,6.6,41,7.3,NA,54275,zatoichi-and-the-chess-expert-1965
679,Zatoichi and the Doomed Man,1965,Zatoichi: The Blind Swordsman,77,Japanese,0.9712,6.8,46,6.9,NA,54274,zatoichi-and-the-doomed-man-1965
679,Zatoichi's Revenge,1965,Zatoichi: The Blind Swordsman,84,Japanese,1.2401,6.6,49,7.3,NA,54273,zatoichis-revenge-1965
679,Adventures of Zatoichi,1964,Zatoichi: The Blind Swordsman,86,Japanese,0.998,6.7,50,7.1,NA,54272,adventures-of-zatoichi-1964
679,"Fight, Zatoichi, Fight",1964,Zatoichi: The Blind Swordsman,87,Japanese,1.491,6.8,58,7.4,NA,54266,fight-zatoichi-fight-1964
679,Zatoichi's Flashing Sword,1964,Zatoichi: The Blind Swordsman,82,Japanese,0.9971,6.8,55,7.2,NA,54265,zatoichis-flashing-sword-1964
679,Zatoichi and the Chest of Gold,1964,Zatoichi: The Blind Swordsman,83,Japanese,1.531,6.9,56,7.3,NA,40897,zatoichi-and-the-chest-of-gold-1964
679,Zatoichi on the Road,1963,Zatoichi: The Blind Swordsman,87,Japanese,1.2419,6.9,60,7.1,NA,18624,zatoichi-on-the-road-1963
679,Zatoichi the Fugitive,1963,Zatoichi: The Blind Swordsman,86,Japanese,1.3526,6.9,58,7.2,NA,18511,zatoichi-the-fugitive-1963
679,New Tale of Zatoichi,1963,Zatoichi: The Blind Swordsman,91,Japanese,1.2839,6.9,74,7.3,NA,18510,new-tale-of-zatoichi-1963
679,The Tale of Zatoichi Continues,1962,Zatoichi: The Blind Swordsman,72,Japanese,1.3652,7.005,96,7.2,NA,16693,the-tale-of-zatoichi-continues-1962
679,The Tale of Zatoichi,1962,Zatoichi: The Blind Swordsman,96,Japanese,2.1171,7.3,148,7.6,NA,16692,the-tale-of-zatoichi-1962
678,La Notte,1961,Standalone,122,Italian,1.2895,7.941,729,7.9,NA,41050,la-notte-1961
677,The Uninvited,1944,Standalone,99,English,1.0897,6.905,226,7.2,NA,16373,the-uninvited-1944
676,I Married a Witch,1942,Standalone,77,English,1.4027,6.839,221,7.1,NA,25970,i-married-a-witch-1942
675,Journey to Italy,1954,3 Films by Roberto Rossellini Starring Ingrid Bergman,85,Italian,1.2236,7.273,319,7.3,100,2748,journey-to-italy-1954
674,Europa '51,1952,3 Films by Roberto Rossellini Starring Ingrid Bergman,118,Italian,0.7639,7.363,153,7.4,NA,41464,europa-51-1952
673,Stromboli,1950,3 Films by Roberto Rossellini Starring Ingrid Bergman,107,Italian,0.7863,7.1,220,7.2,NA,4173,stromboli-1950
671,La Cage aux Folles,1978,Standalone,92,French,1.084,6.8,432,7.2,61,4484,la-cage-aux-folles-1978
670,To Be or Not to Be,1942,Standalone,99,English,1.3543,7.808,820,8.1,86,198,to-be-or-not-to-be-1942
669,Charulata,1964,Standalone,117,Bengali,0.7161,7.5,149,8.1,NA,35790,charulata-1964
668,The Big City,1963,Standalone,136,Bengali,0.6934,7.8,99,8.3,NA,60567,the-big-city-1963
667,Seconds,1966,Standalone,107,English,3.0893,7.3,425,7.6,71,20620,seconds-1966
666,The Devil's Backbone,2001,Standalone,108,Spanish; Castilian,1.7803,7.285,1340,7.4,78,1433,the-devils-backbone-2001
665,Babette's Feast,1987,Standalone,104,Danish,1.9486,7.206,439,7.8,78,11832,babettes-feast-1987
664,The Life of Oharu,1952,Standalone,136,Japanese,1.7559,7.674,192,8.1,NA,43364,the-life-of-oharu-1952
663,Shoah,1985,Standalone,566,French,2.6049,8.199,219,8.7,99,42044,shoah-1985
662,Safety Last!,1923,Standalone,73,None Spoken,1.0173,7.731,567,8.1,NA,22596,safety-last-1923
